CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Size,ReviewRating,DiscountApplied,PreviousPurchases,PaymentMethod,Annual_Income,Spending_Score,Purchase_Frequency,Location_Rural,Location_Suburban,Location_Urban,Demographics_Homemaker,Demographics_Professional,Demographics_Retired,Demographics_Student
956,23,Male,Bag,Clothing,185.24,M,3,Yes,6,Credit Card,94839,89,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
957,19,Female,Curtains,Home Decor,152.46,S,4,No,8,Cash,57502,93,14,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
958,37,Male,Watch,Clothing,311.24,S,1,Yes,3,Cash,28308,81,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
959,45,Male,Football,Clothing,452.36,XL,4,Yes,11,PayPal,147788,43,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
960,28,Male,Watch,Home Decor,481.52,XL,3,No,13,UPI,72262,77,13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
961,21,Male,Bag,Accessories,330.27,L,2,Yes,1,PayPal,50981,77,17,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
962,32,Female,Watch,Sports,420.7,M,2,No,2,Debit Card,107515,46,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
963,23,Female,Bag,Sports,267.35,L,4,Yes,6,PayPal,53397,96,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
964,47,Male,T-Shirt,Electronics,112.08,S,4,No,7,PayPal,124272,21,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
965,55,Female,Football,Accessories,267.1,M,1,Yes,4,Credit Card,147284,9,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
966,19,Male,Shoes,Electronics,281.99,S,3,No,14,Credit Card,31722,90,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
967,32,Male,Shoes,Sports,373.8,S,2,Yes,14,Credit Card,130694,62,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
968,28,Female,Watch,Home Decor,117.74,S,1,Yes,2,UPI,114466,35,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
969,25,Female,T-Shirt,Clothing,190.47,XL,5,No,0,Credit Card,124512,97,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
970,43,Male,Football,Sports,188.37,XL,1,No,9,Debit Card,101416,67,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
971,62,Male,Shoes,Accessories,480.13,M,4,No,12,Cash,90763,41,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
972,61,Female,Laptop,Sports,227.53,S,5,Yes,0,Debit Card,111783,68,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
973,22,Male,Phone,Accessories,380,S,1,No,10,UPI,101821,12,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
974,23,Female,Phone,Accessories,377.9,M,3,No,1,Credit Card,28386,59,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
975,43,Male,Shoes,Accessories,140.12,L,2,Yes,4,PayPal,73778,61,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
976,21,Male,Football,Electronics,290.22,S,5,No,2,Cash,38491,31,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
977,36,Female,Curtains,Home Decor,448.21,XL,3,No,12,UPI,149560,45,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
978,37,Female,Shoes,Sports,242.85,L,1,No,6,Debit Card,71097,86,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
979,50,Female,Curtains,Home Decor,473.11,L,4,Yes,1,Credit Card,114777,100,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
980,37,Female,Curtains,Clothing,115.08,L,4,Yes,1,UPI,135130,61,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
981,29,Female,Bag,Sports,46.34,L,3,Yes,2,UPI,54979,54,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
982,64,Female,Bag,Home Decor,446.81,L,4,No,12,PayPal,128888,92,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
983,18,Female,Football,Home Decor,425.36,L,2,Yes,11,PayPal,101779,84,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
984,43,Male,Curtains,Clothing,496.37,M,3,Yes,0,PayPal,52772,78,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
985,31,Male,Laptop,Accessories,342.9,M,3,Yes,1,Debit Card,87250,76,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
986,55,Male,Football,Sports,468.98,L,4,No,4,PayPal,54828,88,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
987,54,Female,Shoes,Sports,415.21,XL,3,Yes,2,UPI,103497,88,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
988,28,Female,Watch,Clothing,423.77,M,1,Yes,14,UPI,119242,44,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
989,53,Female,Laptop,Accessories,288.88,M,5,Yes,10,UPI,77499,36,12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
990,30,Male,T-Shirt,Sports,197.36,L,5,Yes,9,Cash,39469,30,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
991,60,Female,Phone,Sports,467.93,XL,4,No,5,Cash,126130,33,20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
992,20,Female,Shoes,Sports,221.74,L,2,Yes,1,Debit Card,32702,96,19,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
993,50,Male,Shoes,Accessories,274.02,XL,2,Yes,14,PayPal,47889,35,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
994,23,Female,Shoes,Clothing,228.6,XL,4,Yes,13,UPI,100534,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
995,27,Male,Laptop,Sports,286.76,S,4,No,7,PayPal,86066,37,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
996,22,Male,T-Shirt,Home Decor,240.55,M,3,No,3,UPI,67008,71,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
997,40,Female,Watch,Accessories,33.5,L,2,Yes,2,Cash,130045,72,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
998,27,Female,Football,Electronics,442.2,M,5,No,4,UPI,64389,23,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
999,61,Female,Bag,Clothing,227.75,M,4,Yes,13,Debit Card,42015,67,17,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1000,19,Male,T-Shirt,Home Decor,298.58,XL,5,No,7,Credit Card,25634,49,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1001,30,Male,Laptop,Sports,78.2,M,5,No,8,UPI,136730,6,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1002,57,Male,Shoes,Electronics,11.66,S,2,Yes,0,Debit Card,101629,12,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1003,19,Female,Phone,Clothing,130.19,L,5,No,3,Cash,40600,26,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1004,37,Female,Shoes,Accessories,355.25,M,3,No,5,Cash,106798,9,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1005,18,Female,Football,Electronics,58.61,L,3,Yes,5,Credit Card,64848,12,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1006,54,Female,Curtains,Electronics,455.35,M,2,Yes,12,PayPal,52411,63,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1007,26,Male,Phone,Home Decor,115.36,L,3,No,8,PayPal,114775,18,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1008,34,Male,Shoes,Clothing,110.25,L,4,No,0,UPI,43899,87,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1009,26,Male,Watch,Home Decor,98.94,L,2,No,14,Cash,87150,35,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1010,28,Male,Phone,Home Decor,16.85,M,5,No,12,Debit Card,20784,7,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1011,32,Female,Curtains,Sports,388.18,S,4,Yes,14,Credit Card,107202,64,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1012,41,Female,Bag,Accessories,438.77,L,2,No,13,PayPal,31267,89,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1013,55,Female,T-Shirt,Electronics,310.94,XL,5,Yes,4,UPI,71584,6,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1014,52,Male,Laptop,Clothing,102.22,XL,5,Yes,9,UPI,141813,6,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1015,47,Male,Bag,Accessories,149.79,XL,5,Yes,0,Cash,106137,5,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1016,48,Female,Shoes,Accessories,243.2,S,5,No,5,Debit Card,21550,65,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1017,22,Female,Football,Clothing,477.63,L,5,No,8,Debit Card,31356,73,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1018,61,Male,T-Shirt,Accessories,131.2,S,2,Yes,14,PayPal,81602,98,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1019,31,Female,Bag,Sports,368.51,L,3,Yes,3,UPI,38681,55,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1020,28,Male,Shoes,Accessories,225.33,S,5,Yes,9,Cash,139637,46,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1021,26,Male,T-Shirt,Sports,155.95,L,4,Yes,9,Debit Card,91553,11,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1022,51,Male,Bag,Electronics,233.4,XL,2,Yes,8,UPI,78711,2,19,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1023,29,Female,Football,Electronics,44.89,L,1,No,2,Debit Card,40740,56,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1024,52,Female,Shoes,Home Decor,401.36,S,3,No,10,Credit Card,33156,93,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1025,52,Male,Curtains,Sports,129.22,L,4,No,6,Debit Card,135929,27,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1026,18,Female,Curtains,Electronics,365.45,M,5,No,4,Debit Card,140002,42,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1027,57,Male,Football,Accessories,43.49,L,2,Yes,9,UPI,21983,83,16,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1028,39,Male,Phone,Clothing,478,XL,2,Yes,0,Debit Card,91251,85,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1029,46,Male,Football,Clothing,104.58,L,5,No,6,Debit Card,73130,46,17,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1030,25,Male,Phone,Sports,442.54,M,4,Yes,7,Credit Card,98101,90,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1031,28,Female,Shoes,Home Decor,406.64,M,2,Yes,14,Debit Card,141241,43,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1032,58,Male,Bag,Accessories,484.25,M,3,Yes,5,Debit Card,105742,21,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1033,54,Male,Phone,Sports,244.17,S,4,No,0,UPI,50042,37,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1034,31,Female,Shoes,Clothing,366.42,M,5,No,8,Cash,148498,13,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1035,47,Male,Shoes,Sports,191.65,S,4,No,6,Credit Card,58803,6,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1036,52,Male,Watch,Accessories,100.34,M,4,No,13,Debit Card,89078,89,20,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1037,38,Female,Laptop,Electronics,227.11,S,1,No,5,Cash,109835,11,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1038,54,Female,Shoes,Accessories,91.22,M,5,No,3,UPI,24277,24,14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1039,22,Female,Phone,Electronics,491.2,M,3,Yes,2,Credit Card,139886,66,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1040,36,Male,Laptop,Electronics,57.16,L,5,No,3,UPI,45588,1,19,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1041,31,Female,Laptop,Electronics,298.71,M,1,Yes,0,Cash,104994,44,14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1042,43,Female,Shoes,Sports,316.97,L,5,No,8,Credit Card,138165,48,15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1043,21,Male,Football,Clothing,273.66,M,5,No,1,Debit Card,75374,37,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1044,42,Male,Football,Sports,334.47,M,3,Yes,1,Cash,89357,88,11,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1045,62,Male,Curtains,Clothing,66.93,L,1,No,2,UPI,114462,64,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1046,59,Male,Laptop,Accessories,281.96,L,5,Yes,13,Credit Card,90948,35,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1047,42,Male,Shoes,Home Decor,150.73,S,5,No,12,Cash,109283,56,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1048,35,Female,Watch,Accessories,470.69,XL,2,Yes,0,Cash,122141,79,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1049,57,Female,Football,Sports,383.42,L,5,No,9,UPI,20958,5,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1050,25,Female,Watch,Sports,486.53,S,3,Yes,2,UPI,142102,55,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1051,56,Male,Shoes,Clothing,28.4,M,2,No,3,Debit Card,85355,70,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1052,57,Male,Shoes,Sports,149.72,L,1,Yes,8,Debit Card,105867,14,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1053,31,Male,Bag,Electronics,105.76,L,4,No,4,Cash,54211,89,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1054,49,Female,Laptop,Sports,15.47,M,3,No,10,UPI,130607,56,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1055,55,Female,Bag,Clothing,128.74,M,1,No,5,Cash,46512,91,16,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1056,50,Male,Watch,Clothing,342.6,M,2,No,12,PayPal,67995,52,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1057,40,Female,Bag,Electronics,123.23,M,4,No,0,UPI,104261,51,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1058,32,Male,Curtains,Clothing,259.41,XL,1,No,2,PayPal,90389,76,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1059,50,Female,Laptop,Home Decor,445.03,L,3,Yes,13,PayPal,113794,63,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1060,42,Female,T-Shirt,Accessories,349.94,M,2,Yes,6,UPI,47270,71,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1061,34,Female,Bag,Sports,203.37,M,3,Yes,6,Debit Card,116153,17,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1062,50,Male,Watch,Home Decor,192.51,XL,3,Yes,9,Cash,25779,11,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1063,64,Female,Football,Sports,233.31,L,2,Yes,12,Credit Card,21850,64,14,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1064,19,Female,Football,Home Decor,96.75,S,5,Yes,11,Credit Card,36677,53,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1065,31,Male,Football,Sports,320.66,L,3,No,11,UPI,101867,94,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1066,57,Female,Phone,Electronics,188.43,S,2,No,14,Debit Card,53049,53,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1067,57,Male,Shoes,Clothing,427.66,XL,3,No,12,Debit Card,99060,1,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1068,56,Male,Laptop,Clothing,380.71,M,5,Yes,0,Debit Card,86512,23,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1069,23,Male,Football,Electronics,309.15,XL,2,No,8,Credit Card,57552,70,18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1070,23,Male,T-Shirt,Home Decor,188.46,L,1,Yes,0,PayPal,83900,63,18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1071,20,Male,Football,Accessories,112.87,M,1,Yes,6,Credit Card,139641,8,13,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1072,24,Female,Curtains,Home Decor,390.31,L,1,Yes,11,Debit Card,54482,83,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1073,25,Male,Shoes,Clothing,248.34,S,4,No,11,Credit Card,42896,37,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1074,59,Male,Watch,Accessories,120.13,L,3,No,1,Credit Card,143801,32,16,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1075,32,Male,Shoes,Sports,105.64,XL,3,Yes,8,Cash,128735,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1076,64,Male,Bag,Accessories,91.05,XL,2,No,11,UPI,44879,33,11,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1077,46,Female,Watch,Home Decor,390.81,XL,4,No,11,PayPal,138472,28,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1078,50,Male,Watch,Electronics,122.2,M,3,Yes,8,Cash,129272,86,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1079,47,Female,Bag,Sports,268.05,L,2,No,8,UPI,71862,57,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1080,56,Male,Laptop,Home Decor,231.26,M,5,No,3,Debit Card,100331,62,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1081,44,Female,Bag,Sports,294.01,L,3,Yes,5,Cash,93241,71,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1082,53,Male,Phone,Accessories,439.81,S,3,Yes,12,UPI,96864,87,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1083,46,Male,Watch,Clothing,435.2,L,5,No,11,Cash,115575,62,5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1084,55,Female,Watch,Home Decor,231.03,L,5,No,1,Credit Card,139621,23,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1085,50,Male,Bag,Electronics,17.53,L,3,No,2,Credit Card,84091,94,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1086,54,Female,Laptop,Accessories,218.96,L,5,Yes,5,Cash,104719,83,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1087,44,Male,Football,Home Decor,307.03,S,2,Yes,0,Cash,40009,53,19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1088,50,Female,Curtains,Electronics,283.3,M,3,Yes,6,PayPal,85103,80,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1089,21,Male,T-Shirt,Home Decor,329.15,XL,3,No,1,Debit Card,128224,52,13,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1090,39,Male,Laptop,Accessories,85.5,L,1,No,7,Credit Card,44314,30,13,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1091,19,Female,Phone,Home Decor,326.8,XL,3,Yes,4,Cash,29400,62,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1092,27,Male,Laptop,Sports,99.5,XL,1,Yes,6,UPI,128176,57,16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1093,22,Male,Shoes,Accessories,377.76,XL,5,Yes,7,Debit Card,27326,44,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1094,27,Male,Football,Home Decor,176.15,XL,5,No,2,UPI,56210,26,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1095,50,Male,Football,Clothing,357.85,L,2,No,5,Debit Card,68839,51,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1096,55,Male,Watch,Home Decor,33.45,XL,1,No,11,UPI,46028,93,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1097,30,Male,Football,Sports,209.85,L,3,No,8,Credit Card,73421,15,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1098,48,Female,Football,Electronics,355.47,S,1,Yes,3,Cash,111923,70,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1099,64,Female,Bag,Electronics,121.17,M,5,No,9,Cash,60453,99,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1100,53,Female,Football,Electronics,399.69,M,5,No,6,PayPal,48555,78,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1101,62,Male,Football,Clothing,319.08,L,2,Yes,14,Cash,134944,60,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1102,41,Female,T-Shirt,Sports,297.91,L,5,Yes,0,Credit Card,127727,9,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1103,32,Male,Phone,Accessories,183.24,M,1,Yes,11,Debit Card,104931,54,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1104,46,Male,Watch,Electronics,246.4,XL,3,No,6,Debit Card,138912,94,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1105,25,Male,Bag,Sports,302.7,L,3,Yes,8,Cash,27690,49,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1106,22,Male,Football,Home Decor,241.51,XL,1,No,9,UPI,128513,54,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1107,46,Female,Watch,Clothing,352.17,L,2,Yes,7,Cash,105465,35,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1108,64,Male,Phone,Sports,222.51,L,3,No,3,Debit Card,109968,31,18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1109,21,Female,Bag,Sports,109.11,S,1,No,2,PayPal,108172,17,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1110,29,Male,Curtains,Accessories,114.83,S,1,Yes,6,Debit Card,139664,60,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1111,62,Female,Football,Sports,12.84,M,5,Yes,12,UPI,35121,49,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1112,19,Female,Watch,Accessories,157.47,S,5,No,11,UPI,51958,37,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1113,44,Female,Laptop,Clothing,376.97,S,2,Yes,0,PayPal,63751,95,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1114,48,Female,Bag,Clothing,399.14,M,2,No,7,UPI,82733,71,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1115,53,Female,Bag,Home Decor,109.21,XL,2,Yes,13,Cash,103635,33,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1116,53,Female,Watch,Accessories,479.93,S,1,No,11,Cash,48753,45,6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1117,43,Male,Football,Accessories,256.18,XL,1,No,0,Debit Card,42286,37,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1118,60,Female,Shoes,Electronics,459.32,M,5,Yes,6,Credit Card,133754,68,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1119,44,Male,T-Shirt,Electronics,356.31,L,3,No,5,Cash,38627,34,16,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1120,22,Female,Laptop,Home Decor,363.99,XL,2,No,9,Cash,67559,76,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1121,37,Male,Laptop,Clothing,51.67,M,4,No,7,PayPal,82081,57,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1122,28,Female,Shoes,Electronics,117.8,XL,2,No,5,Cash,44596,38,17,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1123,27,Female,Football,Sports,14.32,M,5,Yes,4,Debit Card,73172,75,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1124,57,Male,Bag,Clothing,360.9,M,1,No,8,PayPal,129581,96,14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1125,55,Female,Bag,Sports,178.77,L,5,No,3,Cash,54270,17,18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1126,23,Female,T-Shirt,Accessories,395.46,XL,5,Yes,6,Debit Card,44515,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1127,25,Female,Laptop,Clothing,176.08,L,5,Yes,5,PayPal,25322,45,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1128,40,Male,T-Shirt,Home Decor,411.47,L,4,No,9,Credit Card,106035,89,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1129,64,Female,Laptop,Accessories,74.04,XL,4,No,5,Debit Card,54873,20,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1130,43,Male,Football,Accessories,94.95,XL,2,No,10,Cash,127092,38,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1131,63,Female,Curtains,Sports,177.03,M,1,Yes,11,PayPal,26595,43,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1132,60,Female,Laptop,Accessories,210.16,XL,5,No,4,Credit Card,90726,33,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1133,29,Male,Curtains,Electronics,180.86,M,3,No,1,Debit Card,44505,89,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1134,43,Female,Laptop,Clothing,384.19,M,2,Yes,3,Credit Card,45334,13,12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
